4,0,0,0,0
8,0,0,0,0
12,3,0,0,0
16,3,0,0,0
20,3,0,0,0
24,4,0,0,0
28,5,0,0,0
32,5,2,0,0
36,5,4,0,0
40,5,2,0,0
44,5,2,0,0
48,5,4,0,0
52,5,2,0,0
56,5,2,0,0
60,5,2,0,0
64,5,2,0,0
68,4,0,0,0
72,4,0,0,0
76,4,2,0,0
80,4,0,0,0
84,4,0,0,0
88,5,0,0,0
92,5,0,0,0
96,5,0,0,0
100,5,0,0,0
104,5,0,0,0
108,5,0,0,0
112,5,0,0,0
116,5,0,0,0
120,5,0,0,0
124,5,0,0,0
128,5,0,0,0
132,5,0,0,0
136,5,0,0,0
140,5,0,0,0
144,5,0,0,0
148,5,0,0,0
152,5,0,0,0
156,5,0,0,0
160,5,0,0,0
164,5,0,0,0
168,5,0,0,0
172,5,0,0,0
176,5,0,0,0
180,5,0,0,0
184,5,0,0,0
188,5,0,0,0
192,5,2,0,0
196,5,2,0,0
200,5,2,0,0
204,4,0,0,0
208,4,0,0,0
212,5,0,0,0
216,6,2,0,0
220,6,2,0,0
224,5,2,0,0
228,5,0,0,0
232,4,0,0,0
236,5,0,0,0
240,5,0,0,0
244,5,0,0,0
248,5,0,0,0
252,5,0,0,0
256,5,0,0,0
260,5,0,0,0
264,4,0,0,0
268,4,0,0,0
272,4,0,0,0
276,3,0,0,0
280,3,0,0,0
284,3,0,0,0
288,3,0,0,0
292,4,0,0,0
296,4,0,0,0
300,4,0,0,0
304,4,2,0,0
308,4,2,0,0
312,4,2,0,0
316,4,2,0,0
320,4,2,0,0
324,4,0,0,0
328,4,0,0,0
332,4,0,0,0
336,4,0,0,0
340,4,0,0,0
344,5,2,0,0
348,3,0,0,0
352,4,0,0,0
356,4,0,0,0
360,4,0,0,0
364,4,0,0,0
368,4,0,0,0
372,4,0,0,0
376,5,0,0,0
380,6,0,0,0
384,6,0,0,0
388,6,0,0,0
392,6,0,0,0
396,6,2,0,0
400,6,0,0,0
404,6,2,0,0
408,6,0,0,0
412,4,0,0,0
416,6,0,0,0
420,6,0,0,0
424,6,0,0,0
428,6,0,0,0
432,6,0,0,0
436,6,0,0,0
440,5,0,0,0
444,6,0,0,0
448,7,0,0,0
452,6,2,0,0
456,6,2,0,0
460,5,0,0,0
464,5,0,0,0
468,3,0,0,0
472,3,0,0,0
476,3,0,0,0
480,3,0,0,0
484,3,0,0,0
488,3,0,0,0
492,4,0,0,0
496,5,0,0,0
500,5,0,0,0
504,5,0,0,0
508,5,0,0,0
512,5,0,0,0
516,5,0,0,0
520,5,0,0,0
524,6,0,0,0
528,6,0,0,0
532,6,0,0,0
536,6,0,0,0
540,6,0,0,0
544,6,0,0,0
548,6,0,0,0
552,6,0,0,0
556,6,0,0,0
560,6,0,0,0
564,6,0,0,0
568,6,0,0,0
572,6,0,0,0
576,6,0,0,0
580,6,0,0,0
584,5,0,0,0
588,5,0,0,0
592,6,0,0,0
596,6,0,0,0
600,6,0,0,0
604,6,0,0,0
608,5,0,0,0
612,5,0,0,0
616,5,0,0,0
620,6,0,0,0
624,6,0,0,0
628,6,0,0,0
632,7,2,0,0
636,7,0,0,0
640,6,0,0,0
644,6,0,0,0
648,6,0,0,0
652,6,0,0,0
656,6,2,0,0
660,6,0,0,0
664,6,2,0,0
668,6,2,0,0
672,6,2,0,0
676,7,2,0,0
680,7,2,0,0
684,6,2,0,0
688,6,2,0,0
692,6,2,0,0
696,6,2,0,0
700,6,2,0,0
704,6,0,0,0
708,5,2,0,0
712,6,0,0,0
716,6,0,0,0
720,5,0,0,0
724,5,0,0,0
728,5,2,0,0
732,5,0,0,0
736,5,0,0,0
740,5,0,0,0
744,5,0,0,0
748,5,0,0,0
752,6,0,0,0
756,6,2,0,0
760,6,2,0,0
764,6,2,0,0
768,5,0,0,0
772,5,0,0,0
776,5,0,0,0
780,5,0,0,0
784,4,0,0,0
788,3,0,0,0
792,3,0,0,0
796,3,0,0,0
800,3,0,0,0
804,3,0,0,0
808,3,0,0,0
812,3,0,0,0
816,4,0,0,0
820,4,0,0,0
824,4,0,0,0
828,4,0,0,0
832,4,0,0,0
836,4,0,0,0
840,4,0,0,0
844,4,0,0,0
848,4,0,0,0
852,5,0,0,0
856,5,0,0,0
860,6,0,0,0
864,5,0,0,0
868,5,0,0,0
872,5,0,0,0
876,5,0,0,0
880,5,0,0,0
884,6,2,0,0
888,5,2,0,0
892,5,2,0,0
896,5,2,0,0
900,5,2,0,0
904,5,2,0,0
908,4,0,0,0
912,4,0,0,0
916,4,0,0,0
920,4,0,0,0
924,4,0,0,0
928,4,0,0,0
932,4,0,0,0
936,3,0,0,0
940,3,0,0,0
944,3,2,0,0
948,3,2,0,0
952,3,2,0,0
956,3,2,0,0
960,3,2,0,0
964,3,2,0,0
968,3,2,0,0
972,3,2,0,0
976,3,0,0,0
980,3,2,0,0
984,3,0,0,0
988,3,0,0,0
992,3,2,0,0
996,3,0,0,0
1000,3,2,0,0
1004,3,2,0,0
1008,3,2,0,0
1012,3,2,0,0
1016,3,2,0,0
1020,4,2,0,0
1024,4,2,0,0
1028,4,2,0,0
1032,4,2,0,0
1036,3,0,0,0
1040,3,0,0,0
1044,3,0,0,0
1048,3,0,0,0
1052,3,0,0,0
1056,3,0,0,0
1060,3,0,0,0
1064,3,0,0,0
1068,3,0,0,0
1072,3,0,0,0
1076,3,0,0,0
1080,2,0,0,0
1084,2,0,0,0
1088,2,0,0,0
1092,2,0,0,0
1096,2,0,0,0
1100,2,0,0,0
1104,3,0,0,0
1108,3,0,0,0
1112,3,0,0,0
1116,3,0,0,0
1120,3,0,0,0
1124,3,0,0,0
1128,3,0,0,0
1132,3,0,0,0
1136,3,0,0,0
1140,3,0,0,0
1144,3,0,0,0
1148,3,0,0,0
1152,3,0,0,0
1156,3,0,0,0
1160,3,0,0,0
1164,3,0,0,0
1168,3,0,0,0
1172,3,0,0,0
1176,3,0,0,0
1180,2,0,0,0
1184,1,0,0,0
1188,2,0,0,0
1192,2,0,0,0
1196,2,0,0,0
1200,3,0,0,0
